Product category,Product subcategory,Product rating,Transaction number,Transaction date,Customer ID,Seller ID,Base Price,Discounts percentage,Service charge percentage,Product ID,Total amount per unit,Age,State code,Income annual,Occupation level,Income annual,Product score 1,Product score 2
C2,SC1,5,848571,02-04-2022,830659,194273,36.55,0.49,1.41,77,36.88626,,,,,,64.825,2.55
C2,SC3,3,867246,29-06-2022,355984,928785,46.18,0.4,1.74,123,46.798812,,,,,,75.27,1
C3,SC1,5,664377,03-08-2022,596024,800480,42.01,1.64,1.03,152,41.753739,,,,,,73.015,-3.2
C5,SC1,6,687778,11-07-2022,275877,220597,33.9,0.39,1.49,267,34.2729,,,,,,62.85,4.05
C4,SC2,2,527729,16-08-2022,814364,373981,19.97,0.33,1.12,231,20.127763,,,,,,33.955,0.35
C3,SC1,2,943593,10-03-2022,940358,539784,22.99,1.21,1.68,151,23.098053,,,,,,38.485,-4.05
C1,SC2,5,757365,24-07-2022,630462,800480,30.31,0.89,1.19,40,30.40093,,,,,,55.465,0.55
C2,SC3,4,553468,29-03-2022,849773,255774,53.35,1.17,1.31,117,53.42469,,,,,,88.025,-1.85
C1,SC2,2,404569,24-05-2022,840267,593860,21.93,0.91,1.47,40,22.052808,,,,,,36.895,-2.55
C2,SC2,3,337003,15-08-2022,907969,194273,67.95,1.19,1.1,105,67.888845,,,,,,107.925,-2.95
C3,SC2,9,506053,08-07-2022,738919,569028,32.24,0.65,1.07,176,32.375408,,,,,,66.36,5.75
C2,SC1,6,295734,14-07-2022,736724,194273,28.67,0.07,1.04,86,28.948099,,,,,,55.005,5.65
C2,SC2,6,287029,27-05-2022,820651,672428,32.26,1.05,1.02,104,32.250322,,,,,,60.39,0.75
C2,SC1,7,426621,13-06-2022,672160,709568,22.48,0.29,1.02,73,22.644104,,,,,,47.72,5.55
C2,SC3,6,695968,01-04-2022,282938,255774,41.61,1.79,1.22,125,41.372823,44,12,,1,567878,74.415,-2.95
C1,SC1,2,247287,10-03-2022,172157,642533,64.34,0.11,1.17,22,65.022004,,,,,,100.51,1.45
C1,SC3,2,791819,18-06-2022,334035,255774,21.23,0.3,1.99,71,21.588787,56,24,,2,511928,35.845,0.5
C1,SC1,3,319905,30-08-2022,592081,220597,70.33,0.55,1.37,26,70.906706,,,,,,111.495,0.25
C2,SC1,3,773522,25-06-2022,564888,554631,75.08,1.27,1.72,73,75.41786,,,,,,118.62,-3.35
C1,SC2,6,107296,21-06-2022,981394,373981,50.8,2.09,1.04,36,50.2666,,,,,,88.2,-4.45
C1,SC2,1,686295,01-08-2022,860259,554631,20.18,0.73,1.22,40,20.278882,,,,,,32.27,-2.65
C2,SC1,9,257090,01-06-2022,885518,113357,42.38,0.39,1.68,86,42.926702,,,,,,81.57,7.05
C1,SC1,3,370474,26-07-2022,308081,647438,26.85,1.43,1.46,25,26.858055,,,,,,46.275,-4.15
C3,SC1,5,315853,01-04-2022,386416,800480,16.29,0.33,1.03,148,16.40403,,,,,,34.435,3.35
C3,SC1,4,205814,03-07-2022,714865,702163,53.72,0.94,1.59,139,54.06918,,,,,,88.58,-0.7
C1,SC3,2,604437,12-07-2022,890081,569028,76.83,0.37,1.18,61,77.452323,,,,,,119.245,0.15
C4,SC1,1,425658,02-04-2022,966353,709568,52.59,0.14,1.37,201,53.236857,,,,,,80.885,0.3
C3,SC3,3,377483,23-03-2022,822925,928785,70.07,1.52,1.02,195,69.71965,,,,,,111.105,-4.6
C3,SC1,3,943051,11-04-2022,702819,569028,22.27,1.54,1.24,149,22.20319,,,,,,39.405,-4.7
C2,SC2,2,591939,25-05-2022,444899,702163,36.84,1.65,1.12,105,36.644748,,,,,,59.26,-6.25
C2,SC2,6,550299,17-08-2022,838270,730238,44.44,1.51,1.48,99,44.426668,,,,,,78.66,-1.55
C1,SC1,12,102747,21-06-2022,604632,709568,65.46,0.67,1.18,18,65.793846,,,,,,122.19,8.65
C4,SC2,2,900117,21-07-2022,657616,539784,48.39,0.19,1.29,223,48.92229,,,,,,76.585,1.05
C4,,7,965853,29-04-2022,606858,791247,61.41,0.22,1.16,249,61.987254,56,20,,1,530872,106.115,5.9
C4,SC1,2,526081,16-05-2022,890288,373981,22.33,0.88,1.22,215,22.405922,,,,,,37.495,-2.4
C2,SC3,3,812521,11-04-2022,413932,709568,67.44,1.12,1.28,123,67.547904,,,,,,107.16,-2.6
C2,SC1,1,609778,28-06-2022,547596,730238,47.78,1.77,1.65,76,47.722664,,,,,,73.67,-7.85
C4,SC1,2,422134,15-08-2022,346287,730238,55.72,1.11,1.51,203,55.94288,,,,,,87.58,-3.55
C5,SC1,3,867821,26-08-2022,348555,220597,22.64,1.09,1.46,276,22.723768,,,,,,39.96,-2.45
C3,SC2,2,446622,15-08-2022,582485,220597,21.78,1.01,1.54,170,21.895434,,,,,,36.67,-3.05
C2,SC3,3,299964,28-06-2022,563550,928785,25.21,0.45,1.35,127,25.43689,,,,,,43.815,0.75
C4,SC2,4,577865,07-03-2022,157601,647438,45.44,0.39,1.36,225,45.880768,,,,,,76.16,2.05
C1,SC1,6,222356,31-05-2022,432625,928785,49.09,1.32,1.11,19,48.986911,52,23,,3,529643,85.635,-0.6
C2,SC1,2,126726,11-06-2022,740493,569028,22.2,0.34,1.09,81,22.3665,,,,,,37.3,0.3
C3,SC1,2,620510,24-07-2022,925126,702163,16.37,1.85,2.31,137,16.445302,,,,,,28.555,-7.25
C2,SC1,6,573866,24-03-2022,952816,194273,37.54,0.45,1.02,86,37.753978,,,,,,68.31,3.75
C1,SC1,6,329440,04-04-2022,242105,435856,37.61,0.66,1.35,16,37.869509,,,,,,68.415,2.7
C1,SC2,5,961171,28-03-2022,966353,539784,40.92,0.46,1.64,41,41.402856,,,,,,71.38,2.7
C2,SC2,1,530563,28-05-2022,114325,220597,76.54,0.42,1.12,99,77.07578,,,,,,116.81,-1.1
C1,SC3,6,299497,25-03-2022,240055,672428,30.99,0.25,1.82,65,31.476543,,,,,,58.485,4.75
C1,SC1,7,382012,02-04-2022,592081,791247,41.75,1.05,1.78,10,42.054775,,,,,,76.625,1.75
C1,SC2,4,252015,28-07-2022,461646,672428,23.04,0.44,1.22,35,23.219712,,,,,,42.56,1.8
C2,SC1,6,155800,17-05-2022,635012,642533,43.43,1.19,1.02,81,43.356169,,,,,,77.145,0.05
C1,SC2,3,139705,19-05-2022,434895,642533,34.27,0.15,1.16,50,34.616127,,,,,,57.405,2.25
C1,SC1,4,861980,05-03-2022,256152,730238,26.09,0.93,1.18,26,26.155225,,,,,,47.135,-0.65
C1,SC1,,164198,05-03-2022,835032,255774,60.2,0.47,1.07,16,60.5612,,,,,,96.3,0.65
C3,SC3,3,585795,29-05-2022,324926,642533,52.03,0.89,1.07,178,52.123654,44,8,,1,581997,84.045,-1.45
C4,SC1,5,842669,06-04-2022,536309,113357,17.12,0.26,2.02,217,17.421312,,,,,,35.68,3.7
C2,SC1,5,573518,31-03-2022,364413,255774,30.08,0.35,2.06,83,30.594368,,,,,,55.12,3.25
C2,SC1,7,763250,13-05-2022,226964,194273,61.24,0.11,1.77,73,62.256584,,,,,,105.86,6.45
C3,SC2,5,735875,15-07-2022,505798,709568,50.36,1.07,1.96,170,50.808204,,,,,,85.54,-0.35
C4,SC1,6,995368,11-06-2022,364413,593860,35.51,1.07,1.41,208,35.630734,,,,,,65.265,0.65
C4,SC1,1,141808,26-04-2022,182263,647438,58.1,1.51,1.46,216,58.07095,,,,,,89.15,-6.55
C1,SC2,6,922085,11-07-2022,735233,113357,71.53,0.39,1.23,35,72.130852,,,,,,119.295,4.05
C5,SC2,3,486135,08-03-2022,361256,194273,21.32,1.05,1.66,300,21.450052,,,,,,37.98,-2.25
C4,SC2,7,479712,16-07-2022,826189,928785,45.55,1.3,1.39,220,45.590995,,,,,,82.325,0.5
C2,SC3,2,134761,02-04-2022,676201,730238,17.69,0.87,1.11,115,17.732456,,,,,,30.535,-2.35
C5,SC3,3,629343,24-03-2022,924085,435856,53.97,1.15,1.1,322,53.943015,,,,,,86.955,-2.75
C1,SC1,1,852563,03-06-2022,706806,539784,18.24,0.99,,18,18.318432,,,,,,29.36,-3.95
C3,SC1,3,546134,31-07-2022,935380,791247,50.18,1.31,1.11,148,50.07964,,,,,,81.27,-3.55
C4,SC1,7,744459,26-08-2022,364413,539784,41.75,1.21,1.82,203,42.004675,,,,,,76.625,0.95
C2,SC1,3,632043,03-08-2022,721319,539784,53.6,1.25,1.28,81,53.61608,49,8,,1,740446,86.4,-3.25
C3,SC3,2,869996,08-04-2022,432625,593860,15.12,0.4,1.65,189,15.309,52,23,,3,529643,26.68,0
C2,SC1,1,506205,04-05-2022,328433,730238,45.21,0.21,1.37,86,45.734436,,,,,,69.815,-0.05
C2,SC3,4,221050,19-07-2022,475864,373981,66.19,0.59,1.39,119,66.71952,56,17,,2,575688,107.285,1.05
C5,SC2,3,647116,03-08-2022,734235,791247,100.38,0.56,1.02,286,100.841748,,,,,,156.57,0.2
C2,SC2,3,316966,04-07-2022,672160,495456,57.13,0.43,1.04,104,57.478493,,,,,,91.695,0.85
C2,SC2,1,384431,18-04-2022,624282,672428,36.09,2.33,1.28,103,35.711055,,,,,,56.135,-10.65
C1,SC2,7,276238,13-05-2022,830659,373981,38.94,0.12,1.86,43,39.617556,,,,,,72.41,6.4
C1,SC2,1,147332,19-06-2022,627849,554631,44.88,0.48,1.53,41,45.35124,,,,,,69.32,-1.4
C4,SC3,3,397814,28-07-2022,287617,672428,43.77,0.17,1.14,247,44.194569,,,,,,71.655,2.15
C5,SC3,3,725622,23-08-2022,747745,113357,40.87,1.3,,319,41.049828,,,,,,67.305,-3.5
C3,SC1,7,226602,21-03-2022,857419,495456,29.53,0.75,1.34,137,29.704227,,,,,,58.295,3.25
C2,SC1,2,184902,10-05-2022,440283,569028,41.77,0.49,1.09,81,42.02062,,,,,,66.655,-0.45
C2,SC1,2,833653,23-04-2022,348749,569028,63.44,1.9,1.64,76,63.275056,,,,,,99.16,-7.5
C4,SC1,2,469545,15-08-2022,871032,647438,46.2,0.29,1.4,216,46.71282,,,,,,73.3,0.55
C1,SC1,4,139922,25-04-2022,570181,373981,68.89,0.89,1.57,25,69.358452,,,,,,111.335,-0.45
C1,SC1,2,730056,02-07-2022,376702,255774,51.3,0.96,1.02,16,51.33078,,,,,,80.95,-2.8
C2,SC2,4,427914,19-06-2022,835032,928785,30.31,0.2,1.01,104,30.555511,,,,,,53.465,3
C5,SC2,4,397103,04-05-2022,173274,495456,45.13,2.59,1.07,296,44.444024,,,,,,75.695,-8.95
C1,SC1,7,576501,10-04-2022,202322,702163,42.77,1.34,1.14,15,42.68446,,,,,,78.155,0.3
C2,SC1,6,529649,08-07-2022,830054,791247,37.99,0.3,1.11,84,38.297719,54,15,,2,592725,68.985,4.5
C1,SC1,2,767480,16-03-2022,745304,730238,38.88,1.38,1.02,16,38.740032,49,20,,1,981546,62.32,-4.9
C2,,3,833637,14-03-2022,512597,642533,37.43,0.21,1.42,133,37.882903,,,,,,62.145,1.95
C2,SC1,1,778864,08-06-2022,606516,791247,37.42,1.52,1.48,87,37.405032,,,,,,58.13,-6.6
C2,SC1,3,402357,11-07-2022,385355,730238,25.88,1.8,1.1,81,25.69884,43,19,,1,715703,44.82,-6
C2,SC2,3,513705,29-06-2022,191883,220597,33.18,0.2,1.07,104,33.468666,,,,,,55.77,2
C3,SC1,5,771220,01-05-2022,614921,220597,42.14,0.34,1.92,147,42.805812,,,,,,73.21,3.3
C5,SC1,3,441680,07-04-2022,752159,194273,28.62,0.26,1.28,270,28.911924,,,,,,48.93,1.7
C4,SC3,3,763834,13-08-2022,495838,569028,23.1,0.88,1.14,242,23.16006,,,,,,40.65,-1.4
C2,SC2,6,219321,21-03-2022,691047,113357,22.31,0.78,1.8,111,22.537562,,,,,,45.465,2.1
C1,SC2,2,212225,08-04-2022,744386,672428,64,0.92,1.21,41,64.1856,,,,,,100,-2.6
C2,SC1,1,309215,20-05-2022,158180,373981,39.1,0.98,1.86,87,39.44408,,,,,,60.65,-3.9
C1,SC1,2,295199,04-06-2022,167159,647438,60.87,1.21,1.09,12,60.796956,,,,,,95.305,-4.05
C2,SC1,8,593321,28-03-2022,578081,672428,19.82,1.55,1.03,87,19.716936,56,15,,3,602236,45.73,0.25
C2,SC2,5,207047,01-03-2022,169684,800480,26.15,0.98,1.71,95,26.340895,,,,,,49.225,0.1
C1,SC1,6,125003,05-07-2022,914366,113357,25.78,1.12,1.11,15,25.777422,,,,,,50.67,0.4
C3,SC3,4,444560,24-08-2022,978391,435856,32.01,0.78,1.26,195,32.163648,,,,,,56.015,0.1
C3,SC2,2,104518,06-05-2022,877216,730238,28.27,0.89,1.01,170,28.303924,,,,,,46.405,-2.45
C2,SC1,1,724042,11-08-2022,437869,220597,20,1.22,1.32,89,20.02,,,,,,32,-5.1
C1,SC3,1,697254,14-08-2022,114325,554631,25.89,1.15,1.22,55,25.908123,,,,,,40.835,-4.75
C1,SC1,2,185294,07-07-2022,714865,539784,62.73,1.42,1.19,15,62.585721,,,,,,98.095,-5.1
,SC2,5,367972,07-07-2022,774526,373981,56.56,0.22,1.01,220,57.006824,,,,,,94.84,3.9
C1,SC2,2,513785,15-03-2022,907969,220597,21.71,0.52,1.12,31,21.84026,,,,,,36.565,-0.6
C3,SC3,4,841493,29-07-2022,345010,113357,57.21,0.51,1.02,178,57.501771,,,,,,93.815,1.45
C3,SC1,3,314420,11-05-2022,830659,672428,28.59,0.44,1.06,148,28.767258,,,,,,48.885,0.8
C4,SC2,1,539069,25-04-2022,968630,113357,26.8,1.54,1.36,231,26.75176,,,,,,42.2,-6.7
C1,SC1,1,846620,26-03-2022,927698,702163,33.31,1.04,1.22,11,33.369958,,,,,,51.965,-4.2
C1,SC3,4,256627,14-08-2022,716530,800480,39.52,1.09,1.3,56,39.602992,,,,,,67.28,-1.45
C2,SC1,3,838899,12-03-2022,719975,730238,39.06,0.22,1.09,88,39.399822,48,22,,2,895387,64.59,1.9
,SC1,2,120269,07-07-2022,675689,220597,23.78,0.96,1.25,86,23.848962,,,,,,39.67,-2.8
C3,SC1,2,257073,16-08-2022,210100,255774,18.79,0.72,1.06,148,18.853886,,,,,,32.185,-1.6
C1,SC3,7,260380,11-03-2022,624290,709568,18.52,0.11,1.03,65,18.690384,,,,,,41.78,6.45
C2,SC1,5,275487,13-06-2022,682043,800480,32.37,0.47,1.66,76,32.755203,50,11,,2,953060,58.555,2.65
C4,SC1,2,184790,15-05-2022,573782,730238,66.83,0.54,1.23,201,67.291127,,,,,,104.245,-0.7
C3,SC1,7,276735,06-07-2022,346287,800480,40.46,0.93,1.42,147,40.658254,,,,,,74.69,2.35
C2,,1,707198,06-05-2022,186898,220597,62.42,0.3,1.35,73,63.07541,,,,,,95.63,-0.5
C2,SC1,3,717972,26-08-2022,185952,554631,24.83,0.25,1,88,25.016225,,,,,,43.245,1.75
C5,SC2,1,854671,04-03-2022,182263,194273,15.57,0.42,1.05,296,15.668091,,,,,,25.355,-1.1
C1,SC2,4,273858,13-08-2022,522054,928785,72.35,0.01,1.57,40,73.47866,,,,,,116.525,3.95
C4,SC1,2,595537,03-03-2022,345010,647438,18.56,0.41,1.52,216,18.766016,,,,,,31.84,-0.05
C1,SC1,4,373555,15-04-2022,912988,647438,29.12,1.34,1.62,11,29.201536,,,,,,51.68,-2.7
C2,SC1,4,233488,05-06-2022,942842,928785,97.58,1.6,1.03,86,97.023794,,,,,,154.37,-4
C1,SC3,3,789675,23-07-2022,365770,593860,35.49,1.45,1.15,59,35.38353,,,,,,59.235,-4.25
C2,SC2,2,416286,28-08-2022,505884,554631,74.19,0.64,1.08,99,74.516436,,,,,,115.285,-1.2
C3,SC1,4,608640,10-05-2022,286644,373981,28.38,1.25,1.34,139,28.405542,,,,,,50.57,-2.25
C3,SC1,1,236768,22-08-2022,516680,642533,75.24,0.9,1.5,148,75.69144,,,,,,114.86,-3.5
C2,SC1,9,118150,10-05-2022,298569,642533,16.33,1.22,1.01,76,16.295707,,,,,,42.495,2.9
C3,SC3,4,258433,07-06-2022,598533,113357,49.61,0.21,2.12,195,50.557551,,,,,,82.415,2.95
C2,SC2,4,622251,15-05-2022,543844,554631,48.67,0.93,2.63,110,49.49739,,,,,,81.005,-0.65
C3,SC1,2,351192,27-03-2022,353364,642533,38.57,0.81,1.1,150,38.681853,,,,,,61.855,-2.05
C4,SC1,4,989831,11-03-2022,736724,569028,37.03,1.12,1.06,208,37.007782,,,,,,63.545,-1.6
C2,SC2,3,518344,10-07-2022,588227,702163,50.01,0.34,1.08,97,50.380074,,,,,,81.015,1.3
C3,SC1,3,952654,11-08-2022,157180,373981,18.22,0.81,1.16,152,18.28377,50,14,,2,567140,33.33,-1.05
C2,SC3,2,189181,05-06-2022,172157,113357,15.43,0.7,1.18,130,15.504064,,,,,,27.145,-1.5
C4,SC2,11,981570,24-04-2022,876029,672428,23.53,0.5,1.7,234,23.81236,,,,,,57.295,8.5
C3,SC2,3,987551,29-05-2022,830054,495456,29.07,1.1,2.18,164,29.383956,54,15,,2,592725,49.605,-2.5
C2,SC1,2,689455,10-08-2022,444899,220597,48.19,0.19,1.16,82,48.657443,,,,,,76.285,1.05
C1,SC1,4,704809,28-07-2022,746030,113357,17.06,1.39,1.54,22,17.08559,,,,,,33.59,-2.95
C4,SC3,2,651613,23-06-2022,441146,642533,59.04,1,1.44,256,59.299776,,,,,,92.56,-3
C1,SC1,9,410493,04-03-2022,813191,672428,50.48,2.15,1.61,24,50.207408,,,,,,93.72,-1.75
C2,SC1,5,234524,13-07-2022,847080,672428,23.86,2,1.24,83,23.678664,,,,,,45.79,-5
C2,SC1,2,259313,22-06-2022,334539,255774,86.21,1.55,1.39,86,86.072064,,,,,,133.315,-5.75
C5,SC1,2,271695,06-07-2022,356486,539784,59.91,0.59,1.82,277,60.646893,29,18,,2,606730,93.865,-0.95
C1,SC1,4,636768,01-08-2022,980670,672428,35.88,0.97,1.44,26,36.048636,,,,,,61.82,-0.85
C3,SC1,4,884015,26-05-2022,194113,702163,42.6,0.69,1.31,147,42.86412,,,,,,71.9,0.55
C2,SC2,8,950255,07-04-2022,405268,730238,45.86,0.97,1.39,104,46.052612,,,,,,84.79,3.15
C5,SC1,7,123245,02-03-2022,912988,255774,43.85,0.45,1.17,276,44.16572,,,,,,79.775,4.75
C1,SC1,5,889066,07-04-2022,876029,255774,70.81,1.53,1.05,11,70.470112,,,,,,116.215,-2.65
C1,SC1,7,410242,09-04-2022,513793,647438,25.26,1.77,1.33,26,25.148856,,,,,,51.89,-1.85
C4,SC2,4,183352,22-03-2022,299656,800480,32.19,1.28,1.32,231,32.202876,,,,,,56.285,-2.4
C1,SC2,6,797410,10-04-2022,500619,569028,30.68,0.14,1.46,44,31.084976,,,,,,58.02,5.3
C4,SC1,2,145729,07-07-2022,713502,194273,21.13,0.36,1.11,218,21.288475,,,,,,35.695,0.2
C2,SC1,8,424091,08-05-2022,714865,800480,42.28,0.08,1.63,73,42.93534,,,,,,79.42,7.6
C5,SC1,7,415992,06-05-2022,949859,800480,21.6,1.58,1.09,274,21.49416,,,,,,46.4,-0.9
C3,SC2,1,136868,15-06-2022,686756,593860,24.04,0.46,1.03,164,24.177028,,,,,,38.06,-1.3
C1,SC2,2,151911,09-06-2022,849290,800480,19.52,0.34,1.63,45,19.771808,,,,,,33.28,0.3
C2,SC2,3,540747,01-07-2022,679303,435856,20.64,1.14,1.65,99,20.745264,,,,,,36.96,-2.7
C3,SC3,1,586796,10-04-2022,493187,569028,16.8,0.59,1.57,190,16.96464,,,,,,27.2,-1.95
C2,SC1,6,734271,02-06-2022,502270,647438,25.71,0.1,1.15,82,25.979955,,,,,,50.565,5.5
C2,SC1,1,904159,20-05-2022,606516,554631,40.19,0.71,1.31,86,40.43114,,,,,,62.285,-2.55
C2,SC1,9,207828,22-03-2022,648338,435856,25.82,1.01,1.57,82,25.964592,,,,,,56.73,3.95
C1,SC2,2,490886,23-07-2022,413390,702163,34.24,2.13,1.09,35,33.883904,,,,,,55.36,-8.65
C2,SC1,2,185870,18-05-2022,648338,672428,17.75,0.89,1.6,73,17.876025,,,,,,30.625,-2.45
C2,SC1,4,343271,02-08-2022,879402,539784,26.66,0.12,1.59,83,27.051902,39,19,,2,847182,47.99,3.4
C5,SC2,3,288541,08-04-2022,985993,791247,57.98,0.15,1.43,284,58.722144,,,,,,92.97,2.25
C2,SC3,,125903,08-07-2022,392198,672428,20.05,2.13,1.97,119,20.01792,,,,,,38.075,-6.65
C2,SC1,3,508152,07-04-2022,606858,255774,22.89,0.51,1.79,82,23.182992,56,20,,1,530872,40.335,0.45
C2,SC1,3,187548,08-08-2022,169684,672428,22.52,0.36,2.4,82,22.979408,,,,,,39.78,1.2
C2,SC1,5,109059,03-03-2022,243394,593860,45.82,0.59,1.49,73,46.23238,,,,,,78.73,2.05
C2,SC1,1,796555,18-03-2022,796150,194273,18.99,0.66,1.16,83,19.08495,,,,,,30.485,-2.3
,SC3,2,716773,16-07-2022,686756,539784,64.74,0.92,1.73,250,65.264394,,,,,,101.11,-2.6
C1,SC1,5,799639,13-05-2022,483250,702163,48.47,0.19,1.02,16,48.872301,,,,,,82.705,4.05
C3,SC1,2,619581,23-05-2022,275877,220597,18.95,0.49,1.37,139,19.11676,,,,,,32.425,-0.45
C1,SC1,4,599822,29-08-2022,313069,642533,33.48,0.36,1.23,12,33.771276,,,,,,58.22,2.2
C1,SC1,6,374769,27-05-2022,182988,730238,27.21,1.05,1.93,25,27.449448,,,,,,52.815,0.75
C3,SC1,3,111851,28-05-2022,259658,730238,40.29,0.66,1.85,148,40.769451,,,,,,66.435,-0.3
C1,SC2,4,714182,26-06-2022,149613,113357,57.19,0.6,1.05,40,57.447355,,,,,,93.785,1
C1,SC1,3,883740,01-03-2022,276677,928785,15.43,1.04,1.29,22,15.468575,46,9,,2,827810,29.145,-2.2
C1,SC1,3,474770,25-05-2022,713502,647438,21.17,0.17,1.06,18,21.358413,,,,,,37.755,2.15
C1,SC1,3,648748,11-08-2022,284243,194273,63.54,1.93,1.25,19,63.107928,,,,,,101.31,-6.65
C1,SC1,4,837557,23-05-2022,890288,709568,66.15,1.31,1.04,11,65.971395,,,,,,107.225,-2.55
C3,SC1,3,987731,15-06-2022,251625,554631,26.72,1.04,1.51,147,26.845584,,,,,,46.08,-2.2
C2,SC2,5,654933,09-04-2022,752426,800480,48.86,0.82,1.44,97,49.162932,48,11,,1,716705,83.29,0.9
C3,SC1,3,884206,24-05-2022,827879,709568,17.37,0.6,1.46,151,17.519382,38,20,,1,573358,32.055,0
C4,SC2,3,576195,28-05-2022,398907,800480,48.1,1.47,1.64,238,48.18177,,,,,,78.15,-4.35
C5,SC2,2,647089,22-08-2022,242105,373981,16.76,0.45,1.53,296,16.941008,,,,,,29.14,-0.25
C4,SC1,3,944952,24-03-2022,924085,800480,62.32,0.97,1.75,214,62.806096,,,,,,99.48,-1.85
C5,SC1,3,100688,13-07-2022,157187,373981,37.25,0.61,1.13,267,37.4437,,,,,,61.875,-0.05
C1,SC1,7,877370,18-04-2022,908498,647438,15.68,0.8,1.34,26,15.764672,,,,,,37.52,3
C2,SC2,5,134551,15-07-2022,461646,730238,64.46,0.29,1.36,104,65.149722,,,,,,106.69,3.55
C1,SC1,3,829500,19-08-2022,222930,800480,59.85,0.69,1.6,26,60.394635,,,,,,95.775,-0.45
C4,SC1,4,570939,13-05-2022,303379,800480,39.85,1.12,1.12,203,39.85,,,,,,67.775,-1.6
C1,SC2,4,139975,23-07-2022,370588,194273,30.86,2.44,1.37,45,30.529798,24,22,,2,833500,54.29,-8.2
C1,SC3,4,229681,20-04-2022,912988,373981,43.49,0.7,1.57,67,43.868363,,,,,,73.235,0.5
C2,SC2,6,508901,15-04-2022,830054,554631,26.16,0.72,1.53,103,26.371896,54,15,,2,592725,51.24,2.4
C5,SC2,2,241854,10-06-2022,808017,113357,17.41,0.61,1.17,285,17.507496,,,,,,30.115,-1.05
C3,SC2,5,501469,07-07-2022,568668,702163,30.94,1.4,1.37,171,30.930718,,,,,,56.41,-2
C2,SC2,3,421000,06-08-2022,876149,220597,37.66,1.01,1,111,37.656234,,,,,,62.49,-2.05
C3,SC2,4,950315,19-06-2022,284053,113357,18.24,1.65,1.55,159,18.22176,,,,,,35.36,-4.25
C2,SC3,,216679,27-04-2022,397634,113357,42.75,0.2,1.02,120,43.10055,53,13,,2,586057,80.125,7
C3,SC3,4,517849,02-04-2022,259578,928785,42.69,0.15,1.58,189,43.300467,,,,,,72.035,3.25
C2,SC2,1,170073,30-06-2022,611911,593860,55.88,0.26,1.55,99,56.600852,,,,,,85.82,-0.3
C3,SC1,7,606531,21-06-2022,858336,113357,42.57,1.66,1.36,148,42.44229,,,,,,77.855,-1.3
C4,SC1,2,627372,04-08-2022,525412,791247,67.22,1.11,1.91,208,67.75776,,,,,,104.83,-3.55
C3,SC3,3,933901,23-03-2022,875141,569028,24.36,1.4,1.18,181,24.306408,,,,,,42.54,-4
C1,SC2,7,358140,23-03-2022,949073,593860,82.92,0.01,1.35,46,84.031128,40,16,,2,928008,138.38,6.95
C2,SC3,5,656773,19-04-2022,550179,539784,35.6,0.19,1.48,124,36.05924,,,,,,63.4,4.05
C3,SC2,1,577865,03-07-2022,774336,730238,21.25,0.27,1.24,164,21.456125,,,,,,33.875,-0.35
C1,SC1,,928731,22-06-2022,119580,373981,19.3,0.87,1.27,10,,44,20,,1,919191,46.95,4.65
C3,SC1,2,931968,15-08-2022,718760,569028,63.68,0.31,,139,64.240384,,,,,,99.52,0.45
C3,SC1,4,137457,03-05-2022,809944,593860,26.67,0.81,2.12,137,27.019377,57,13,,1,532166,48.005,-0.05
C2,SC2,5,667505,07-04-2022,372643,373981,31.95,1.85,1.14,110,31.723155,,,,,,57.925,-4.25
C4,SC2,2,442001,19-05-2022,808017,220597,41.49,0.1,1.11,227,41.909049,,,,,,66.235,1.5
C1,SC3,6,455092,29-03-2022,978391,495456,49.77,1.68,1.46,57,49.660506,,,,,,86.655,-2.4
C2,SC2,4,737806,29-05-2022,589783,554631,33.55,0.48,1.34,99,33.83853,,,,,,58.325,1.6
C2,SC2,,792479,10-06-2022,716655,593860,33.05,0.03,1.17,99,33.42677,56,3,,3,527656,55.575,2.85
C2,SC1,8,981907,14-06-2022,876149,709568,25.11,1.31,1.13,82,25.064802,,,,,,53.665,1.45
C5,SC1,1,999885,08-03-2022,405268,495456,70.5,0.69,1.19,274,70.8525,,,,,,107.75,-2.45
C2,SC2,2,325828,18-05-2022,483250,539784,23.19,1.52,1.33,105,23.145939,,,,,,38.785,-5.6
C1,SC2,5,598217,26-05-2022,341269,373981,28.92,2.57,1.05,46,28.480416,,,,,,53.38,-7.85
C1,SC2,3,650986,22-03-2022,191100,672428,37.65,0.06,1.3,43,38.11686,,,,,,62.475,2.7
C3,SC2,5,504901,19-06-2022,719245,495456,42.41,0.76,1.28,159,42.630532,,,,,,73.615,1.2
C5,SC1,4,347578,30-08-2022,341269,495456,35.97,0.42,1.47,262,36.347685,,,,,,61.955,1.9
C4,SC1,2,288166,16-07-2022,254958,495456,25.97,0.91,1.11,209,26.02194,,,,,,42.955,-2.55
C1,SC1,3,618375,23-06-2022,461646,642533,32.07,0.73,1.39,18,32.281662,,,,,,54.105,-0.65
C4,SC3,2,806987,26-08-2022,998666,709568,62.84,0.48,2.11,247,63.864292,,,,,,98.26,-0.4
C2,SC2,9,188987,15-08-2022,935991,928785,62.8,1.1,1.05,99,62.7686,,,,,,112.2,3.5
C4,SC1,5,966658,17-06-2022,494467,373981,35.15,2.43,1.58,200,34.851225,,,,,,62.725,-7.15
C3,SC2,5,408276,03-03-2022,889361,569028,35.44,1.29,1.28,170,35.436456,,,,,,63.16,-1.45
